col,VAR
1148,MBR_CNTRCT_CD_3TQB
1149,MBR_CNTRCT_CD_3UWH
1150,MBR_CNTRCT_CD_3XPY
1151,MBR_CNTRCT_CD_3XQB
1152,MBR_CNTRCT_CD_3XRD
1153,MBR_CNTRCT_CD_3XRS
1154,MBR_CNTRCT_CD_3XSL
1155,MBR_CNTRCT_CD_3XT1
1156,MBR_CNTRCT_CD_3XVC
1157,MBR_CNTRCT_CD_3XVD
1158,MBR_CNTRCT_CD_455Y
1159,MBR_CNTRCT_CD_45BJ
1160,MBR_CNTRCT_CD_47S7
1161,MBR_CNTRCT_CD_4820
1162,MBR_CNTRCT_CD_4822
1163,MBR_CNTRCT_CD_4823
1164,MBR_CNTRCT_CD_4828
1165,MBR_CNTRCT_CD_482U
1166,MBR_CNTRCT_CD_4838
1167,MBR_CNTRCT_CD_4839
1168,MBR_CNTRCT_CD_483Y
1169,MBR_CNTRCT_CD_484S
1170,MBR_CNTRCT_CD_484T
1171,MBR_CNTRCT_CD_485R
1172,MBR_CNTRCT_CD_4866
1173,MBR_CNTRCT_CD_486Y
1174,MBR_CNTRCT_CD_4872
1175,MBR_CNTRCT_CD_4876
1176,MBR_CNTRCT_CD_4883
1177,MBR_CNTRCT_CD_489L
1178,MBR_CNTRCT_CD_48A1
1179,MBR_CNTRCT_CD_48AB
1180,MBR_CNTRCT_CD_48AK
1181,MBR_CNTRCT_CD_48C9
1182,MBR_CNTRCT_CD_48DT
1183,MBR_CNTRCT_CD_48HQ
1184,MBR_CNTRCT_CD_48RP
1185,MBR_CNTRCT_CD_48T6
1186,MBR_CNTRCT_CD_48WM
1187,MBR_CNTRCT_CD_4A2N
1188,MBR_CNTRCT_CD_4A30
1189,MBR_CNTRCT_CD_4A49
1190,MBR_CNTRCT_CD_5508
1191,MBR_CNTRCT_CD_5520
1192,MBR_CNTRCT_CD_6267
1193,MBR_CNTRCT_CD_7888
1194,MBR_CNTRCT_CD_7889
1195,MBR_CNTRCT_CD_7891
1196,MBR_CNTRCT_CD_7900
1197,MBR_CNTRCT_CD_8096
1198,MBR_CNTRCT_CD_9059
1199,MBR_CNTRCT_CD_A579
1200,MBR_CNTRCT_CD_BS07
1201,MBR_CNTRCT_CD_BS09
1202,MBR_CNTRCT_CD_C189
1203,MBR_CNTRCT_CD_DL13
1204,MBR_CNTRCT_CD_DN13
1205,MBR_CNTRCT_CD_DN15
1206,MBR_CNTRCT_CD_EC89
1207,MBR_CNTRCT_CD_EC90
1208,MBR_CNTRCT_CD_EC92
1209,MBR_CNTRCT_CD_EH91
1210,MBR_CNTRCT_CD_EH93
1211,MBR_CNTRCT_CD_EH95
1212,MBR_CNTRCT_CD_H062
1213,MBR_CNTRCT_CD_L382
1214,MBR_CNTRCT_CD_NM31
1215,MBR_CNTRCT_CD_PE25
1216,MBR_CNTRCT_CD_PE48
1217,MBR_CNTRCT_CD_Q23K
1218,MBR_CNTRCT_CD_Q2FY
1219,MBR_CNTRCT_CD_Q2GT
1220,MBR_CNTRCT_CD_Q2R3
1221,MBR_CNTRCT_CD_Q2RS
1222,MBR_CNTRCT_CD_Q2W5
1223,MBR_CNTRCT_CD_Q2XU
1224,MBR_CNTRCT_CD_Q2Y7
1225,MBR_CNTRCT_CD_Q2YM
1226,MBR_CNTRCT_CD_Q2YR
1227,MBR_CNTRCT_CD_Q2Z7
1228,MBR_CNTRCT_CD_Q2ZF
1229,MBR_CNTRCT_CD_Q32N
1230,MBR_CNTRCT_CD_Q32Q
1231,MBR_CNTRCT_CD_Q33B
1232,MBR_CNTRCT_CD_Q33K
1233,MBR_CNTRCT_CD_Q34T
1234,MBR_CNTRCT_CD_Q34Y
1235,MBR_CNTRCT_CD_Q34Z
1236,MBR_CNTRCT_CD_Q39D
1237,MBR_CNTRCT_CD_Q39R
1238,MBR_CNTRCT_CD_Q39Z
1239,MBR_CNTRCT_CD_Q3A1
1240,MBR_CNTRCT_CD_Q3A3
1241,MBR_CNTRCT_CD_Q3F6
1242,MBR_CNTRCT_CD_Q3F9
1243,MBR_CNTRCT_CD_Q3FP
1244,MBR_CNTRCT_CD_Q3FQ
1245,MBR_CNTRCT_CD_Q3P5
1246,MBR_CNTRCT_CD_Q3P9
1247,MBR_CNTRCT_CD_Q3Q5
1248,MBR_CNTRCT_CD_Q3QD
1249,MBR_CNTRCT_CD_Q3QG
1250,MBR_CNTRCT_CD_Q3QJ
1251,MBR_CNTRCT_CD_Q3QL
1252,MBR_CNTRCT_CD_Q3SA
1253,MBR_CNTRCT_CD_Q3SD
1254,MBR_CNTRCT_CD_Q3T3
1255,MBR_CNTRCT_CD_Q3TB
1256,MBR_CNTRCT_CD_Q3TE
1257,MBR_CNTRCT_CD_Q3TZ
1258,MBR_CNTRCT_CD_Q3U0
1259,MBR_CNTRCT_CD_Q4C8
1260,MBR_CNTRCT_CD_Q4DX
1261,MBR_CNTRCT_CD_Q4EB
1262,MBR_CNTRCT_CD_Q4JV
1263,MBR_CNTRCT_CD_Q5L1
1264,MBR_CNTRCT_CD_Q5LE
1265,MBR_CNTRCT_CD_Q5LL
1266,MBR_CNTRCT_CD_Q5M3
1267,MBR_CNTRCT_CD_Q6BK
1268,MBR_CNTRCT_CD_Q6D8
1269,MBR_CNTRCT_CD_Q6F0
1270,MBR_CNTRCT_CD_Q6GJ
1271,MBR_CNTRCT_CD_Q6H5
1272,MBR_CNTRCT_CD_Q6HF
1273,MBR_CNTRCT_CD_Q6SY
1274,MBR_CNTRCT_CD_Q6UQ
1275,MBR_CNTRCT_CD_Q6VG
1276,MBR_CNTRCT_CD_Q6VS
1277,MBR_CNTRCT_CD_Q6XN
1278,MBR_CNTRCT_CD_Q6ZQ
1279,MBR_CNTRCT_CD_Q70A
1280,MBR_CNTRCT_CD_Q71F
1281,MBR_CNTRCT_CD_Q71P
1282,MBR_CNTRCT_CD_Q73J
1283,MBR_CNTRCT_CD_Q79F
1284,MBR_CNTRCT_CD_Q7CF
1285,MBR_CNTRCT_CD_Q7DD
1286,MBR_CNTRCT_CD_Q7DK
1287,MBR_CNTRCT_CD_Q7DW
1288,MBR_CNTRCT_CD_Q7E4
1289,MBR_CNTRCT_CD_Q7EL
1290,MBR_CNTRCT_CD_Q7ES
1291,MBR_CNTRCT_CD_Q7HR
1292,MBR_CNTRCT_CD_Q7K5
1293,MBR_CNTRCT_CD_Q7K6
1294,MBR_CNTRCT_CD_Q7KF
1295,MBR_CNTRCT_CD_Q7KR
1296,MBR_CNTRCT_CD_Q7L2
1297,MBR_CNTRCT_CD_Q7PQ
1298,MBR_CNTRCT_CD_Q7PY
1299,MBR_CNTRCT_CD_Q7QR
1300,MBR_CNTRCT_CD_Q7X8
1301,MBR_CNTRCT_CD_Q82Z
1302,MBR_CNTRCT_CD_Q83U
1303,MBR_CNTRCT_CD_Q84Q
1304,MBR_CNTRCT_CD_Q86T
1305,MBR_CNTRCT_CD_Q86U
1306,MBR_CNTRCT_CD_Q88A
1307,MBR_CNTRCT_CD_Q88T
1308,MBR_CNTRCT_CD_Q89G
1309,MBR_CNTRCT_CD_Q8C8
1310,MBR_CNTRCT_CD_Q8CB
1311,MBR_CNTRCT_CD_Q8CG
1312,MBR_CNTRCT_CD_Q8DL
1313,MBR_CNTRCT_CD_Q8DM
1314,MBR_CNTRCT_CD_Q8DZ
1315,MBR_CNTRCT_CD_Q8EP
1316,MBR_CNTRCT_CD_Q8EQ
1317,MBR_CNTRCT_CD_Q8EU
1318,MBR_CNTRCT_CD_Q8LA
1319,MBR_CNTRCT_CD_Q8LC
1320,MBR_CNTRCT_CD_Q8LS
1321,MBR_CNTRCT_CD_Q8M4
1322,MBR_CNTRCT_CD_Q8N3
1323,MBR_CNTRCT_CD_Q8ND
1324,MBR_CNTRCT_CD_Q8NY
1325,MBR_CNTRCT_CD_Q8PB
1326,MBR_CNTRCT_CD_Q8PT
1327,MBR_CNTRCT_CD_Q8QS
1328,MBR_CNTRCT_CD_Q8QZ
1329,MBR_CNTRCT_CD_Q8R8
1330,MBR_CNTRCT_CD_Q8RV
1331,MBR_CNTRCT_CD_Q8S4
1332,MBR_CNTRCT_CD_Q8S5
1333,MBR_CNTRCT_CD_Q8S8
1334,MBR_CNTRCT_CD_Q8SJ
1335,MBR_CNTRCT_CD_Q8SS
1336,MBR_CNTRCT_CD_Q8ST
1337,MBR_CNTRCT_CD_Q8SZ
1338,MBR_CNTRCT_CD_Q8U5
1339,MBR_CNTRCT_CD_Q8WL
1340,MBR_CNTRCT_CD_Q8WY
1341,MBR_CNTRCT_CD_Q8XW
1342,MBR_CNTRCT_CD_Q8Y1
1343,MBR_CNTRCT_CD_Q9DN
1344,MBR_CNTRCT_CD_R418
1345,MBR_CNTRCT_CD_R420
1346,MBR_CNTRCT_CD_T160
1347,MBR_CNTRCT_CD_U216
1348,MBR_CNTRCT_CD_Z128
1349,MBR_CNTRCT_CD_Z130
1350,MBR_CNTRCT_CD_Z131
1351,MBR_CNTRCT_CD_Z132
1352,MBR_CNTRCT_CD_Z154
1353,MBR_CNTRCT_CD_Z155
1354,MBR_CNTRCT_CD_Z156
1355,MBR_CNTRCT_CD_Z158
1356,MBR_CNTRCT_CD_Z161
1357,MBR_CNTRCT_CD_Z164
1358,MBR_CNTRCT_CD_Z166
1359,MBR_CNTRCT_CD_Z1Y0
1360,MBR_CNTRCT_CD_Z4WL
1361,MBR_CNTRCT_CD_Z5WC
1362,TOS_TYPE_CD_AMB
1363,TOS_TYPE_CD_ANC
1364,TOS_TYPE_CD_CHE
1365,TOS_TYPE_CD_CON
1366,TOS_TYPE_CD_DEN
1367,TOS_TYPE_CD_DME
1368,TOS_TYPE_CD_DXL
1369,TOS_TYPE_CD_ERP
1370,TOS_TYPE_CD_HHC
1371,TOS_TYPE_CD_HSP
1372,TOS_TYPE_CD_MWH
1373,TOS_TYPE_CD_OPH
1374,TOS_TYPE_CD_PAN
1375,TOS_TYPE_CD_PAS
1376,TOS_TYPE_CD_PHO
1377,TOS_TYPE_CD_PHT
1378,TOS_TYPE_CD_PRV
1379,TOS_TYPE_CD_PSY
1380,TOS_TYPE_CD_RAB
1381,TOS_TYPE_CD_RAD
1382,TOS_TYPE_CD_SNF
1383,TOS_TYPE_CD_SPC
1384,TOS_TYPE_CD_SPT
1385,TOS_TYPE_CD_SRG
1386,TOS_TYPE_CD_SUP
1387,TOS_TYPE_CD_VIS
1388,PROC_SRVC_CLS_007
1389,PROC_SRVC_CLS_01A
1390,PROC_SRVC_CLS_01B
1391,PROC_SRVC_CLS_01C
1392,PROC_SRVC_CLS_01D
1393,PROC_SRVC_CLS_01F
1394,PROC_SRVC_CLS_01G
1395,PROC_SRVC_CLS_01H
1396,PROC_SRVC_CLS_01J
1397,PROC_SRVC_CLS_03A
1398,PROC_SRVC_CLS_03B
1399,PROC_SRVC_CLS_04A
1400,PROC_SRVC_CLS_04B
1401,PROC_SRVC_CLS_05A
1402,PROC_SRVC_CLS_06A
1403,PROC_SRVC_CLS_07D
1404,PROC_SRVC_CLS_07V
1405,PROC_SRVC_CLS_07Z
1406,PROC_SRVC_CLS_08A
1407,PROC_SRVC_CLS_08B
1408,PROC_SRVC_CLS_08C
1409,PROC_SRVC_CLS_08E
1410,PROC_SRVC_CLS_08G
1411,PROC_SRVC_CLS_08I
1412,PROC_SRVC_CLS_11A
1413,PROC_SRVC_CLS_12A
1414,PROC_SRVC_CLS_13A
1415,PROC_SRVC_CLS_13B
1416,PROC_SRVC_CLS_14
1417,PROC_SRVC_CLS_14A
1418,PROC_SRVC_CLS_14B
1419,PROC_SRVC_CLS_14C
1420,PROC_SRVC_CLS_14G
1421,PROC_SRVC_CLS_15F
1422,PROC_SRVC_CLS_15T
1423,PROC_SRVC_CLS_16A
1424,PROC_SRVC_CLS_16B
1425,PROC_SRVC_CLS_17
1426,PROC_SRVC_CLS_17A
1427,PROC_SRVC_CLS_17E
1428,PROC_SRVC_CLS_17F
1429,PROC_SRVC_CLS_17H
1430,PROC_SRVC_CLS_17K
1431,PROC_SRVC_CLS_17L
1432,PROC_SRVC_CLS_17P
1433,PROC_SRVC_CLS_17R
1434,PROC_SRVC_CLS_17U
1435,PROC_SRVC_CLS_17X
1436,PROC_SRVC_CLS_18A
1437,PROC_SRVC_CLS_18C
1438,PROC_SRVC_CLS_18E
1439,PROC_SRVC_CLS_18F
1440,PROC_SRVC_CLS_18I
1441,PROC_SRVC_CLS_19A
1442,PROC_SRVC_CLS_20A
1443,PROC_SRVC_CLS_20C
1444,PROC_SRVC_CLS_20D
1445,PROC_SRVC_CLS_20E
1446,PROC_SRVC_CLS_20G
1447,PROC_SRVC_CLS_20H
1448,PROC_SRVC_CLS_20I
1449,PROC_SRVC_CLS_24
1450,PROC_SRVC_CLS_29A
1451,PROC_SRVC_CLS_30A
1452,PROC_SRVC_CLS_30M
1453,PROC_SRVC_CLS_32A
1454,PROC_SRVC_CLS_34
1455,PROC_SRVC_CLS_34B
1456,PROC_SRVC_CLS_34D
1457,PROC_SRVC_CLS_34M
1458,PROC_SRVC_CLS_35
1459,PROC_SRVC_CLS_35B
1460,PROC_SRVC_CLS_35M
1461,PROC_SRVC_CLS_36H
1462,PROC_SRVC_CLS_36J
1463,PROC_SRVC_CLS_36K
1464,PROC_SRVC_CLS_37A
1465,PROC_SRVC_CLS_37E
1466,PROC_SRVC_CLS_37F
1467,PROC_SRVC_CLS_39
1468,PROC_SRVC_CLS_40
1469,PROC_SRVC_CLS_41
1470,PROC_SRVC_CLS_42
1471,PROC_SRVC_CLS_43
1472,PROC_SRVC_CLS_44
1473,PROC_SRVC_CLS_46
1474,PROC_SRVC_CLS_47C
1475,PROC_SRVC_CLS_48
1476,PROC_SRVC_CLS_4HI
1477,PROC_SRVC_CLS_50
1478,PROC_SRVC_CLS_502
1479,PROC_SRVC_CLS_504
1480,PROC_SRVC_CLS_505
1481,PROC_SRVC_CLS_50A
1482,PROC_SRVC_CLS_50B
1483,PROC_SRVC_CLS_50D
1484,PROC_SRVC_CLS_50E
1485,PROC_SRVC_CLS_50F
1486,PROC_SRVC_CLS_51
1487,PROC_SRVC_CLS_51X
1488,PROC_SRVC_CLS_521
1489,PROC_SRVC_CLS_522
1490,PROC_SRVC_CLS_528
1491,PROC_SRVC_CLS_529
1492,PROC_SRVC_CLS_52D
1493,PROC_SRVC_CLS_52E
1494,PROC_SRVC_CLS_52F
1495,PROC_SRVC_CLS_52G
1496,PROC_SRVC_CLS_52J
1497,PROC_SRVC_CLS_52K
1498,PROC_SRVC_CLS_52L
1499,PROC_SRVC_CLS_52M
1500,PROC_SRVC_CLS_52N
1501,PROC_SRVC_CLS_52O
1502,PROC_SRVC_CLS_52R
1503,PROC_SRVC_CLS_52T
1504,PROC_SRVC_CLS_52W
1505,PROC_SRVC_CLS_52Z
1506,PROC_SRVC_CLS_53A
1507,PROC_SRVC_CLS_55A
1508,PROC_SRVC_CLS_56B
1509,PROC_SRVC_CLS_56C
1510,PROC_SRVC_CLS_57B
1511,PROC_SRVC_CLS_58
1512,PROC_SRVC_CLS_99R
1513,PROC_SRVC_CLS_99S
1514,PROC_SRVC_CLS_99Z
1515,PROC_SRVC_CLS_BD3
1516,PROC_SRVC_CLS_BD4
1517,PROC_SRVC_CLS_BD5
1518,PROC_SRVC_CLS_CT1
1519,PROC_SRVC_CLS_GA1
1520,PROC_SRVC_CLS_HIT
1521,PROC_SRVC_CLS_MP3
1522,PROC_SRVC_CLS_MP5
1523,PROC_SRVC_CLS_NHR
1524,PROC_SRVC_CLS_NY1
1525,PROC_SRVC_CLS_NY3
1526,PROC_SRVC_CLS_SU1
1527,PROC_SRVC_CLS_SU5
1528,PROC_SRVC_CLS_VA1
1529,PROC_SRVC_CLS_VA6
1530,ERR_CD_008
1531,ERR_CD_01
1532,ERR_CD_11
1533,ERR_CD_116
1534,ERR_CD_130
1535,ERR_CD_182
1536,ERR_CD_196
1537,ERR_CD_228
1538,ERR_CD_230
1539,ERR_CD_30B
1540,ERR_CD_32
1541,ERR_CD_334
1542,ERR_CD_379
1543,ERR_CD_4K
1544,ERR_CD_560
1545,ERR_CD_569
1546,ERR_CD_5J
1547,ERR_CD_617
1548,ERR_CD_636
1549,ERR_CD_637
1550,ERR_CD_649
1551,ERR_CD_675
1552,ERR_CD_6P
1553,ERR_CD_6T
1554,ERR_CD_7C
1555,ERR_CD_809
1556,ERR_CD_812
1557,ERR_CD_83
1558,ERR_CD_831
1559,ERR_CD_844
1560,ERR_CD_846
1561,ERR_CD_847
1562,ERR_CD_849
1563,ERR_CD_882
1564,ERR_CD_883
1565,ERR_CD_897
1566,ERR_CD_907
1567,ERR_CD_9E
1568,ERR_CD_A24
1569,ERR_CD_A72
1570,ERR_CD_ADC
1571,ERR_CD_ADJ
1572,ERR_CD_AHN
1573,ERR_CD_ALX
1574,ERR_CD_ATM
1575,ERR_CD_BCK
1576,ERR_CD_BLK
1577,ERR_CD_BNB
1578,ERR_CD_BNR
1579,ERR_CD_CAP
1580,ERR_CD_CL1
1581,ERR_CD_CPP
1582,ERR_CD_CPY
1583,ERR_CD_CQ
1584,ERR_CD_CXG
1585,ERR_CD_CXL
1586,ERR_CD_CXT
1587,ERR_CD_D1
1588,ERR_CD_D5
1589,ERR_CD_DF
1590,ERR_CD_DI
1591,ERR_CD_DIS
1592,ERR_CD_DJ
1593,ERR_CD_DMM
1594,ERR_CD_DNR
1595,ERR_CD_DO
1596,ERR_CD_DP2
1597,ERR_CD_DPM
1598,ERR_CD_DPT
1599,ERR_CD_DX
1600,ERR_CD_ECM
1601,ERR_CD_EI
1602,ERR_CD_EN1
1603,ERR_CD_EN5
1604,ERR_CD_ER2
1605,ERR_CD_ERC
1606,ERR_CD_ERS
1607,ERR_CD_F8
1608,ERR_CD_FMP
1609,ERR_CD_FP
1610,ERR_CD_G17
1611,ERR_CD_G24
1612,ERR_CD_GHT
1613,ERR_CD_GP1
1614,ERR_CD_GU1
1615,ERR_CD_HBP
1616,ERR_CD_HDC
1617,ERR_CD_HDE
1618,ERR_CD_HIT
1619,ERR_CD_HP
1620,ERR_CD_HP1
1621,ERR_CD_HPD
1622,ERR_CD_HS1
1623,ERR_CD_I5
1624,ERR_CD_IA1
1625,ERR_CD_IAF
1626,ERR_CD_IHT
1627,ERR_CD_INN
1628,ERR_CD_INT
1629,ERR_CD_IPP
1630,ERR_CD_IRW
1631,ERR_CD_JM
1632,ERR_CD_LNO
1633,ERR_CD_LUM
1634,ERR_CD_MCO
1635,ERR_CD_MJ
1636,ERR_CD_ML
1637,ERR_CD_MMS
1638,ERR_CD_MN
1639,ERR_CD_MNP
1640,ERR_CD_MO
1641,ERR_CD_MOD
1642,ERR_CD_MU
1643,ERR_CD_NCN
1644,ERR_CD_NCX
1645,ERR_CD_NCZ
1646,ERR_CD_NIP
1647,ERR_CD_NM
1648,ERR_CD_NRJ
1649,ERR_CD_OC1
1650,ERR_CD_OC2
1651,ERR_CD_OCP
1652,ERR_CD_OEC
1653,ERR_CD_OND
1654,ERR_CD_OVR
1655,ERR_CD_P30
1656,ERR_CD_PA
1657,ERR_CD_PAM
1658,ERR_CD_PBE
1659,ERR_CD_PC
1660,ERR_CD_PCD
1661,ERR_CD_PDB
1662,ERR_CD_PDS
1663,ERR_CD_PHL
1664,ERR_CD_PNG
1665,ERR_CD_PR
1666,ERR_CD_PRV
1667,ERR_CD_PTG
1668,ERR_CD_PWL
1669,ERR_CD_PYP
1670,ERR_CD_Q0
1671,ERR_CD_Q1
1672,ERR_CD_Q5
1673,ERR_CD_Q7
1674,ERR_CD_QT1
1675,ERR_CD_RB1
1676,ERR_CD_RC
1677,ERR_CD_RCT
1678,ERR_CD_REL
1679,ERR_CD_RM
1680,ERR_CD_RNB
1681,ERR_CD_RNI
1682,ERR_CD_RNO
1683,ERR_CD_RTP
1684,ERR_CD_S6
1685,ERR_CD_S7
1686,ERR_CD_SCD
1687,ERR_CD_SEB
1688,ERR_CD_SEQ
1689,ERR_CD_SF
1690,ERR_CD_SH
1691,ERR_CD_SIM
1692,ERR_CD_SUT
1693,ERR_CD_TIO
1694,ERR_CD_TR1
1695,ERR_CD_TR6
1696,ERR_CD_UF
1697,ERR_CD_UMG
1698,ERR_CD_UMM
1699,ERR_CD_UZ
1700,ERR_CD_VAU
1701,ERR_CD_VST
1702,ERR_CD_WGP
1703,ERR_CD_WY
1704,ERR_CD_XB
1705,ERR_CD_XD
1706,ERR_CD_XE
1707,ERR_CD_XN
1708,ERR_CD_Y2
1709,ERR_CD_YG
1710,ERR_CD_YK
1711,ERR_CD_YL
1712,ERR_CD_YZ
1713,ERR_CD_Z4
1714,ERR_CD_ZC
1715,ERR_CD_ZG
1716,ERR_CD_ZH
1717,ERR_CD_ZLC
1718,ERR_CD_ZM
1719,ERR_CD_ZV
1720,PRVDR_STATUS_NON-PAR
1721,PRVDR_STATUS_PAR
1722,CLAIM_TYPE_INPT
1723,CLAIM_TYPE_OUTPT
1724,CLAIM_TYPE_PROF
1725,CLAIM_TYPE_SN
1726,PROD_NTWK_FFS
1727,PROD_NTWK_HMO
1728,PROD_NTWK_POS
1729,PROD_NTWK_PPO
1730,Emergency
1731,Emergency_room
1732,ASC_claim
1733,proc_98
